id,simplified,traditional,pinyin_marked,pinyin_numbered,pos,hsk_band_2026,hsk_band_range,hsk_band_2021,hsk_band_2_0,hsk_list_id,definition_count,definitions,source_ids,frequency_rank,zipf,audio_female_available,audio_male_available,audio_status,enriched_via
dex:w:yin3shi2:饮食:n,饮食,飲食,yǐnshí,yin3 shi2,N,5,5,5,6,L5-0906,2,"[""eating and drinking"",""food and drink; diet""]",hsk30:L5-0906;cc-cedict:飲食|饮食[yin3 shi2],4881,4.47,true,false,available-unhosted,reading
dex:w:bing3:饼:n,饼,餅,bǐng,bing3,N,5,5,5,,L5-0042,5,"[""round flat cake"",""cookie"",""cake"",""pastry"",""CL:張|张[zhang1]""]",hsk30:L5-0042;cc-cedict:餅|饼[bing3],8981,4.14,true,false,available-unhosted,reading
dex:w:bing3gan1:饼干:n,饼干,餅乾,bǐnggān,bing3 gan1,N,5,5,5,4,L5-0043,2,"[""biscuit; cracker; cookie"",""CL:片[pian4],塊|块[kuai4]""]",hsk30:L5-0043;cc-cedict:餅乾|饼干[bing3 gan1],15145,3.85,true,false,available-unhosted,reading
dex:w:xiang1chang2:香肠:n,香肠,香腸,xiāngcháng,xiang1 chang2,N,5,5,5,,L5-0827,2,"[""sausage"",""CL:根[gen1]""]",hsk30:L5-0827;cc-cedict:香腸|香肠[xiang1 chang2],29792,3.46,true,false,available-unhosted,reading
dex:w:jia4zhao4:驾照:n,驾照,駕照,jiàzhào,jia4 zhao4,N,5,5,5,,L5-0373,1,"[""driver's license (abbr. for 駕駛執照|驾驶执照[jia4 shi3 zhi2 zhao4])""]",hsk30:L5-0373;cc-cedict:駕照|驾照[jia4 zhao4],17424,3.77,true,false,available-unhosted,reading
dex:w:jia4shi3:驾驶:v,驾驶,駕駛,jiàshǐ,jia4 shi3,V,5,5,5,5,L5-0372,2,"[""to drive (vehicle); to pilot (ship, airplane etc)"",""driver; pilot; captain""]",hsk30:L5-0372;cc-cedict:駕駛|驾驶[jia4 shi3],3523,4.64,true,false,available-unhosted,reading
dex:w:ma4:骂:v,骂,罵,mà,ma4,V,5,5,5,5,L5-0490,4,"[""to scold"",""to abuse"",""to curse"",""CL:通[tong4],頓|顿[dun4]""]",hsk30:L5-0490;cc-cedict:罵|骂[ma4],2680,4.79,true,false,available-unhosted,reading
dex:w:pian4:骗:v,骗,騙,piàn,pian4,V,5,5,5,4,L5-0553,4,"[""to cheat"",""to swindle"",""to deceive"",""to get on (a horse etc) by swinging one leg over""]",hsk30:L5-0553;cc-cedict:騙|骗[pian4],2192,4.9,true,false,available-unhosted,reading
dex:w:pian4zi5:骗子:n,骗子,騙子,piànzi,pian4 zi5,N,5,5,5,,L5-0554,2,"[""swindler"",""a cheat""]",hsk30:L5-0554;cc-cedict:騙子|骗子[pian4 zi5],3266,4.68,true,false,available-unhosted,reading
dex:w:gao1yu2:高于:v,高于,高於,gāoyú,gao1 yu2,V,5,5,5,,L5-0268,2,"[""greater than"",""to exceed""]",hsk30:L5-0268;cc-cedict:高於|高于[gao1 yu2],6732,4.3,true,false,available-unhosted,reading
dex:w:gao1yuan2:高原:n,高原,高原,gāoyuán,gao1 yuan2,N,5,5,5,,L5-0269,2,"[""plateau"",""CL:片[pian4]""]",hsk30:L5-0269;cc-cedict:高原|高原[gao1 yuan2],10337,4.06,true,false,available-unhosted,reading
dex:w:gao1da4:高大:adj,高大,高大,gāodà,gao1 da4,Adj,5,5,5,,L5-0264,1,"[""tall; lofty; towering""]",hsk30:L5-0264;cc-cedict:高大|高大[gao1 da4],10942,4.03,true,false,available-unhosted,reading
dex:w:gao1du4:高度:n,高度,高度,gāodù,gao1 du4,N;Adj,5,5,5,,L5-0265,6,"[""height"",""altitude"",""elevation"",""high degree"",""highly"",""CL:個|个[ge4]""]",hsk30:L5-0265;cc-cedict:高度|高度[gao1 du4],2239,4.89,true,false,available-unhosted,reading
dex:w:gao1wen1:高温:n,高温,高溫,gāowēn,gao1 wen1,N,5,5,5,,L5-0267,1,"[""high temperature""]",hsk30:L5-0267;cc-cedict:高溫|高温[gao1 wen1],7655,4.23,true,false,available-unhosted,reading
dex:w:gao1gen1xie2:高跟鞋:n,高跟鞋,高跟鞋,gāogēnxié,gao1 gen1 xie2,N,5,5,5,,L5-0266,1,"[""high-heeled shoes""]",hsk30:L5-0266;cc-cedict:高跟鞋|高跟鞋[gao1 gen1 xie2],16544,3.8,true,false,available-unhosted,reading
dex:w:gui3:鬼:n,鬼,鬼,guǐ,gui3,N,5,5,5,,L5-0304,4,"[""disembodied spirit; ghost; devil"",""(suffix) person with a certain vice or addiction etc"",""sly; crafty; resourceful (variant of 詭|诡[gui3])"",""one of the 28 constellations of ancient Chinese astronomy""]",hsk30:L5-0304;cc-cedict:鬼|鬼[gui3],2745,4.78,true,false,available-unhosted,reading
dex:w:xian1yan4:鲜艳:adj,鲜艳,鮮艷,xiānyàn,xian1 yan4,Adj,5,5,5,5,L5-0816,1,"[""variant of 鮮豔|鲜艳[xian1 yan4]""]",hsk30:L5-0816;cc-cedict:鮮艷|鲜艳[xian1 yan4],24010,3.59,true,false,available-unhosted,reading
dex:w:ya1zi5:鸭子:n,鸭子,鴨子,yāzi,ya1 zi5,N,5,5,5,,L5-0869,2,"[""duck"",""male prostitute (slang)""]",hsk30:L5-0869;cc-cedict:鴨子|鸭子[ya1 zi5],15981,3.82,true,false,available-unhosted,reading
dex:w:gu3:鼓:n,鼓,鼓,gǔ,gu3,N;V,5,5,5,,L5-0291,7,"[""drum"",""CL:通[tong4],面[mian4]"",""to drum"",""to strike"",""to rouse"",""to bulge"",""to swell""]",hsk30:L5-0291;cc-cedict:鼓|鼓[gu3],12305,3.96,true,false,available-unhosted,reading
dex:w:gu3li4:鼓励:v,鼓励,鼓勵,gǔlì,gu3 li4,V;N,5,5,5,4,L5-0292,1,"[""to encourage""]",hsk30:L5-0292;cc-cedict:鼓勵|鼓励[gu3 li4],1803,4.99,true,false,available-unhosted,reading
dex:w:gu3zhang3:鼓掌:x,鼓掌,鼓掌,gǔzhǎng,gu3 zhang3,,5,5,5,4,L5-0293,2,"[""to applaud"",""to clap""]",hsk30:L5-0293;cc-cedict:鼓掌|鼓掌[gu3 zhang3],15705,3.83,true,false,available-unhosted,reading
dex:w:shu3:鼠:n,鼠,鼠,shǔ,shu3,N,5,5,5,,L5-0709,1,"[""(bound form) rat; mouse""]",hsk30:L5-0709;cc-cedict:鼠|鼠[shu3],16824,3.79,true,false,available-unhosted,reading
dex:w:shu3biao1:鼠标:n,鼠标,鼠標,shǔbiāo,shu3 biao1,N,5,5,5,5,L5-0710,1,"[""(computing) mouse""]",hsk30:L5-0710;cc-cedict:鼠標|鼠标[shu3 biao1],20888,3.67,true,false,available-unhosted,reading
dex:w:bi2zi5:鼻子:n,鼻子,鼻子,bízi,bi2 zi5,N,5,5,5,3,L5-0025,2,"[""nose"",""CL:個|个[ge4],隻|只[zhi1]""]",hsk30:L5-0025;cc-cedict:鼻子|鼻子[bi2 zi5],7923,4.21,true,false,available-unhosted,reading
dex:w:qi2quan2:齐全:adj,齐全,齊全,qíquán,qi2 quan2,Adj,5,5,5,6,L5-0570,2,"[""complete"",""comprehensive""]",hsk30:L5-0570;cc-cedict:齊全|齐全[qi2 quan2],10715,4.04,true,false,available-unhosted,reading
dex:w:yi1dai4:一代:n,一代,一代,yīdài,yi1 dai4,N,6,6,6,,L6-0950,1,"[""generation""]",hsk30:L6-0950;cc-cedict:一代|一代[yi1 dai4],4374,4.52,true,false,available-unhosted,reading
dex:w:yi1tong2:一同:adv,一同,一同,yītóng,yi1 tong2,Adv,6,6,6,,L6-0961,1,"[""together""]",hsk30:L6-0961;cc-cedict:一同|一同[yi1 tong2],3987,4.57,true,false,available-unhosted,reading
dex:w:yi1shi2:一时:n,一时,一時,yīshí,yi1 shi2,N;Adv,6,6,6,,L6-0960,6,"[""a period of time"",""a while"",""for a short while"",""temporary"",""momentary"",""at the same time""]",hsk30:L6-0960;cc-cedict:一時|一时[yi1 shi2],5188,4.43,true,false,available-unhosted,reading
dex:w:yi1mu2yi1yang4:一模一样:x,一模一样,一模一樣,yīmú-yīyàng,yi1 mu2 yi1 yang4,,6,6,6,,L6-0958,2,"[""(idiom) exactly alike; identical"",""also pr. [yi1mo2-yi1yang4]""]",hsk30:L6-0958;cc-cedict:一模一樣|一模一样[yi1 mu2 yi1 yang4],12158,3.96,true,false,available-unhosted,reading
dex:w:yi1ci4xing4:一次性:adj,一次性,一次性,yīcìxìng,yi1 ci4 xing4,Adj,6,6,6,,L6-0949,4,"[""one-off (offer)"",""one-time"",""single-use"",""disposable (goods)""]",hsk30:L6-0949;cc-cedict:一次性|一次性[yi1 ci4 xing4],13134,3.92,true,false,available-unhosted,reading
dex:w:yi1fan1:一番:x,一番,一番,yīfān,yi1 fan1,,6,6,,,L6-0957,0,[],hsk30:L6-0957,2448,,true,false,available-unhosted,form
dex:w:yi1xing2:一行:n,一行,一行,yīxíng,yi1 xing2,N,6,6,6,,L6-0962,2,"[""party"",""delegation""]",hsk30:L6-0962;cc-cedict:一行|一行[yi1 xing2],6028,4.35,true,false,available-unhosted,reading
dex:w:yi1guan4:一贯:adj,一贯,一貫,yīguàn,yi1 guan4,Adj,6,6,6,6,L6-0952,5,"[""consistent"",""constant"",""from start to finish"",""all along"",""persistent""]",hsk30:L6-0952;cc-cedict:一貫|一贯[yi1 guan4],7389,4.24,true,false,available-unhosted,reading
dex:w:yi1lu4shang4:一路上:x,一路上,一路上,yīlù shang,yi1 lu4 shang4,,6,6,6,,L6-0953,3,"[""along the way"",""the whole way"",""(fig.) the whole time""]",hsk30:L6-0953;cc-cedict:一路上|一路上[yi1 lu4 shang4],19816,3.69,true,false,available-unhosted,reading
dex:w:yi1dao4:一道:adv,一道,一道,yīdào,yi1 dao4,Adv,6,6,6,,L6-0951,1,"[""together""]",hsk30:L6-0951;cc-cedict:一道|一道[yi1 dao4],4885,4.46,true,false,available-unhosted,reading
dex:w:yi1qi2:一齐:adv,一齐,一齊,yīqí,yi1 qi2,Adv,6,6,6,,L6-0959,2,"[""at the same time"",""simultaneously""]",hsk30:L6-0959;cc-cedict:一齊|一齐[yi1 qi2],25691,3.54,true,false,available-unhosted,reading
dex:w:san1ming2zhi4:三明治:n,三明治,三明治,sānmíngzhì,san1 ming2 zhi4,N,6,6,6,,L6-0704,1,"[""(loanword) sandwich""]",hsk30:L6-0704;cc-cedict:三明治|三明治[san1 ming2 zhi4],23599,3.59,true,false,available-unhosted,reading
dex:w:shang4tai2:上台:x,上台,上台,shàngtái,shang4 tai2,,6,6,6,,L6-0716,2,"[""to rise to power (in politics)"",""to go on stage (in the theater)""]",hsk30:L6-0716;cc-cedict:上台|上台[shang4 tai2],7256,4.25,true,false,available-unhosted,reading
dex:w:shang4shi4:上市:x,上市,上市,shàngshì,shang4 shi4,,6,6,6,,L6-0715,2,"[""to hit the market (of a new product)"",""to float (a company on the stock market)""]",hsk30:L6-0715;cc-cedict:上市|上市[shang4 shi4],2538,4.81,true,false,available-unhosted,reading
dex:w:shang4di4:上帝:n,上帝,上帝,Shàngdì,Shang4 di4,N,6,6,6,,L6-0714,1,"[""God""]",hsk30:L6-0714;cc-cedict:上帝|上帝[Shang4 di4],2399,4.84,true,false,available-unhosted,reading
dex:w:shang4dang4:上当:x,上当,上當,shàngdàng,shang4 dang4,,6,6,6,5,L6-0713,3,"[""taken in (by sb's deceit)"",""to be fooled"",""to be duped""]",hsk30:L6-0713;cc-cedict:上當|上当[shang4 dang4],18079,3.74,true,false,available-unhosted,reading
dex:w:shang4yan3:上演:v,上演,上演,shàngyǎn,shang4 yan3,V,6,6,6,,L6-0717,4,"[""to screen (a movie)"",""to stage (a play)"",""a screening"",""a staging""]",hsk30:L6-0717;cc-cedict:上演|上演[shang4 yan3],6996,4.27,true,false,available-unhosted,reading
dex:w:bu4jin3jin3:不仅仅:x,不仅仅,不僅僅,bù jǐnjǐn,bu4 jin3 jin3,,6,6,6,,L6-0069,1,"[""not only; not just""]",hsk30:L6-0069;cc-cedict:不僅僅|不仅仅[bu4 jin3 jin3],5725,4.38,true,false,available-unhosted,reading
dex:w:bu4bian4:不便:adj,不便,不便,bùbiàn,bu4 bian4,Adj;V,6,6,6,,L6-0057,4,"[""inconvenient"",""inappropriate"",""unsuitable"",""short of cash""]",hsk30:L6-0057;cc-cedict:不便|不便[bu4 bian4],10517,4.04,true,false,available-unhosted,reading
dex:w:bu4zhi2:不值:v,不值,不值,bùzhí,bu4 zhi2,V,6,6,6,,L6-0073,1,"[""not worth""]",hsk30:L6-0073;cc-cedict:不值|不值[bu4 zhi2],37017,3.31,true,false,available-unhosted,reading
dex:w:bu4zai4:不再:v,不再,不再,bùzài,bu4 zai4,V,6,6,6,,L6-0060,1,"[""no more; no longer""]",hsk30:L6-0060;cc-cedict:不再|不再[bu4 zai4],1297,5.13,true,false,available-unhosted,reading
dex:w:bu4zen3me5:不怎么:adv,不怎么,不怎麼,bùzěnme,bu4 zen3 me5,Adv,6,6,6,,L6-0071,2,"[""not very"",""not particularly""]",hsk30:L6-0071;cc-cedict:不怎麼|不怎么[bu4 zen3 me5],13622,3.9,true,false,available-unhosted,reading
dex:w:bu4zen3me5yang4:不怎么样:x,不怎么样,不怎麼樣,bùzěnmeyàng,bu4 zen3 me5 yang4,,6,6,6,,L6-0072,4,"[""not up to much"",""very indifferent"",""nothing great about it"",""nothing good to be said about it""]",hsk30:L6-0072;cc-cedict:不怎麼樣|不怎么样[bu4 zen3 me5 yang4],42023,3.22,true,false,available-unhosted,reading
dex:w:bu4cheng2:不成:v,不成,不成,bùchéng,bu4 cheng2,V;Adj,6,6,6,,L6-0067,3,"[""won't do"",""unable to"",""(at the end of a rhetorical question) can that be?""]",hsk30:L6-0067;cc-cedict:不成|不成[bu4 cheng2],7392,4.24,true,false,available-unhosted,reading
dex:w:bu4liao4:不料:conj,不料,不料,bùliào,bu4 liao4,Conj,6,6,6,6,L6-0059,2,"[""unexpectedly"",""to one's surprise""]",hsk30:L6-0059;cc-cedict:不料|不料[bu4 liao4],20892,3.66,true,false,available-unhosted,reading
dex:w:bu4jin1:不禁:adv,不禁,不禁,bùjīn,bu4 jin1,Adv,6,6,6,6,L6-0068,2,"[""can't help (doing sth)"",""can't refrain from""]",hsk30:L6-0068;cc-cedict:不禁|不禁[bu4 jin1],7789,4.21,true,false,available-unhosted,reading
dex:w:bu4zhi4yu2:不至于:v,不至于,不至於,bùzhìyú,bu4 zhi4 yu2,V,6,6,6,,L6-0061,1,"[""unlikely to go so far as to; not as bad as""]",hsk30:L6-0061;cc-cedict:不至於|不至于[bu4 zhi4 yu2],14600,3.86,true,false,available-unhosted,reading
dex:w:bu4jian4:不见:v,不见,不見,bùjiàn,bu4 jian4,V,6,6,6,,L6-0058,4,"[""not to see"",""not to meet"",""to have disappeared"",""to be missing""]",hsk30:L6-0058;cc-cedict:不見|不见[bu4 jian4],3526,4.63,true,false,available-unhosted,reading
dex:w:bu4tong1:不通:v,不通,不通,bùtōng,bu4 tong1,V,6,6,6,,L6-0070,5,"[""to be obstructed"",""to be blocked up"",""to be impassable"",""to make no sense"",""to be illogical""]",hsk30:L6-0070;cc-cedict:不通|不通[bu4 tong1],12883,3.93,true,false,available-unhosted,reading
dex:w:yu3:与:prep,与,與,yǔ,yu3,Prep;Conj,6,6,,,L6-0999,3,"[""and"",""to give"",""together with""]",hsk30:L6-0999;cc-cedict:與|与[yu3],42,6.64,true,false,available-unhosted,reading
dex:w:zhuan1yong4:专用:v,专用,專用,zhuānyòng,zhuan1 yong4,V,6,6,6,,L6-1102,2,"[""special"",""dedicated""]",hsk30:L6-1102;cc-cedict:專用|专用[zhuan1 yong4],4236,4.54,true,false,available-unhosted,reading
dex:w:liang3ce4:两侧:n,两侧,兩側,liǎngcè,liang3 ce4,N,6,6,6,,L6-0542,1,"[""two sides; both sides""]",hsk30:L6-0542;cc-cedict:兩側|两侧[liang3 ce4],8080,4.19,true,false,available-unhosted,reading
dex:w:liang3shou3:两手:n,两手,兩手,liǎngshǒu,liang3 shou3,N,6,6,6,,L6-0543,5,"[""one's two hands"",""two prongs (of a strategy)"",""both aspects, eventualities etc"",""skills"",""expertise""]",hsk30:L6-0543;cc-cedict:兩手|两手[liang3 shou3],24866,3.56,true,false,available-unhosted,reading
dex:w:sang4shi1:丧失:v,丧失,喪失,sàngshī,sang4 shi1,V,6,6,6,6,L6-0705,2,"[""to lose"",""to forfeit""]",hsk30:L6-0705;cc-cedict:喪失|丧失[sang4 shi1],4919,4.46,true,false,available-unhosted,reading
dex:w:zhong1hua2:中华:n,中华,中華,Zhōnghuá,Zhong1 hua2,N,6,6,6,,L6-1084,2,"[""Zhonghua, historical and cultural term for China, often used to denote Chinese civilization and identity (as in 中華文化|中华文化[Zhong1 hua2 wen2 hua4] \""Chinese culture\"")"",""used in the official name of the Republic of China, 中華民國|中华民国[Zhong1 hua2 Min2 guo2]""]",hsk30:L6-1084;cc-cedict:中華|中华[Zhong1 hua2],1804,4.98,true,false,available-unhosted,reading
dex:w:zhong1wai4:中外:n,中外,中外,zhōngwài,zhong1 wai4,N,6,6,6,,L6-1086,3,"[""Sino-foreign"",""Chinese-foreign"",""home and abroad""]",hsk30:L6-1086;cc-cedict:中外|中外[zhong1 wai4],8210,4.18,true,false,available-unhosted,reading
dex:w:zhong1qi1:中期:n,中期,中期,zhōngqī,zhong1 qi1,N,6,6,6,,L6-1085,2,"[""middle (of a period of time)"",""medium-term (plan, forecast etc)""]",hsk30:L6-1085;cc-cedict:中期|中期[zhong1 qi1],5282,4.42,true,false,available-unhosted,reading
dex:w:zhong1deng3:中等:adj,中等,中等,zhōngděng,zhong1 deng3,Adj,6,6,6,,L6-1083,1,"[""medium""]",hsk30:L6-1083;cc-cedict:中等|中等[zhong1 deng3],7792,4.21,true,false,available-unhosted,reading
dex:w:chuan4:串:m,串,串,chuàn,chuan4,M;V,6,6,6,6,L6-0160,11,"[""to string together"",""to skewer"",""to connect wrongly"",""to gang up"",""to rove"",""string"",""bunch"",""skewer"",""classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of"",""to make a swift or abrupt linear movement (like a bead on an abacus)"",""to move across""]",hsk30:L6-0160;cc-cedict:串|串[chuan4],10519,4.04,true,false,available-unhosted,reading
dex:w:wei4he2:为何:adv,为何,為何,wèihé,wei4 he2,Adv,6,6,6,,L6-0860,1,"[""why""]",hsk30:L6-0860;cc-cedict:為何|为何[wei4 he2],1608,5.04,true,false,available-unhosted,reading
dex:w:wei4ci3:为此:conj,为此,為此,wèicǐ,wei4 ci3,Conj,6,6,6,,L6-0859,5,"[""for this reason"",""with regards to this"",""in this respect"",""in order to do this"",""to this end""]",hsk30:L6-0859;cc-cedict:為此|为此[wei4 ci3],5146,4.44,true,false,available-unhosted,reading
dex:w:zhu3chi2ren2:主持人:n,主持人,主持人,zhǔchírén,zhu3 chi2 ren2,N,6,6,6,,L6-1094,2,"[""host; master of ceremonies; (TV or radio) presenter; anchor"",""(Tw) (research project) principal investigator (PI); program director""]",hsk30:L6-1094;cc-cedict:主持人|主持人[zhu3 chi2 ren2],4073,4.56,true,false,available-unhosted,reading
dex:w:zhu3liu2:主流:n,主流,主流,zhǔliú,zhu3 liu2,N,6,6,6,6,L6-1096,4,"[""main stream (of a river)"",""fig. the essential point"",""main viewpoint of a matter"",""mainstream (culture etc)""]",hsk30:L6-1096;cc-cedict:主流|主流[zhu3 liu2],3990,4.57,true,false,available-unhosted,reading
dex:w:zhu3jue2:主角:n,主角,主角,zhǔjué,zhu3 jue2,N,6,6,6,,L6-1095,2,"[""leading role; lead"",""protagonist""]",hsk30:L6-1095;cc-cedict:主角|主角[zhu3 jue2],4294,4.53,true,false,available-unhosted,reading
dex:w:zhi1lei4:之类:n,之类,之類,zhīlèi,zhi1 lei4,N,6,6,6,,L6-1064,2,"[""and so on"",""and such""]",hsk30:L6-1064;cc-cedict:之類|之类[zhi1 lei4],3454,4.64,true,false,available-unhosted,reading
dex:w:wu1yun2:乌云:n,乌云,烏雲,wūyún,wu1 yun2,N,6,6,6,,L6-0863,1,"[""black cloud""]",hsk30:L6-0863;cc-cedict:烏雲|乌云[wu1 yun2],27249,3.51,true,false,available-unhosted,reading
dex:w:yue4qu3:乐曲:n,乐曲,樂曲,yuèqǔ,yue4 qu3,N,6,6,6,,L6-1016,1,"[""musical composition""]",hsk30:L6-1016;cc-cedict:樂曲|乐曲[yue4 qu3],22614,3.62,true,false,available-unhosted,reading
dex:w:shu1fang2:书房:n,书房,書房,shūfáng,shu1 fang2,N,6,6,6,,L6-0757,3,"[""study (room)"",""studio"",""CL:間|间[jian1]""]",hsk30:L6-0757;cc-cedict:書房|书房[shu1 fang2],16674,3.79,true,false,available-unhosted,reading
dex:w:ru3zhi4pin3:乳制品:n,乳制品,乳製品,rǔzhìpǐn,ru3 zhi4 pin3,N,6,6,6,,L6-0697,1,"[""dairy products""]",hsk30:L6-0697;cc-cedict:乳製品|乳制品[ru3 zhi4 pin3],46595,3.14,true,false,available-unhosted,reading
dex:w:zheng1duo2:争夺:v,争夺,爭奪,zhēngduó,zheng1 duo2,V,6,6,6,6,L6-1056,3,"[""to fight over"",""to contest"",""to vie over""]",hsk30:L6-1056;cc-cedict:爭奪|争夺[zheng1 duo2],7082,4.27,true,false,available-unhosted,reading
dex:w:shi4hou4:事后:n,事后,事後,shìhòu,shi4 hou4,N,6,6,6,,L6-0745,3,"[""after the event"",""in hindsight"",""in retrospect""]",hsk30:L6-0745;cc-cedict:事後|事后[shi4 hou4],8213,4.18,true,false,available-unhosted,reading
dex:w:yu2:于:prep,于,于|於,yú,yu2,Prep,6,6,6,,L6-0996,9,"[""to go"",""to take"",""sentence-final interrogative particle"",""variant of 於|于[yu2]"",""(of time or place) in; at; on"",""(indicating any indirect relation) to; toward; vis-à-vis; with regard to; for"",""(indicating a source) from; out of"",""(used in comparison) than"",""(used in the passive voice) by""]",hsk30:L6-0996;cc-cedict:于|于[yu2];cc-cedict:於|于[yu2],83,6.31,true,false,available-unhosted,reading
dex:w:hu4dong4:互动:v,互动,互動,hùdòng,hu4 dong4,V,6,6,6,,L6-0384,2,"[""to interact"",""interactive""]",hsk30:L6-0384;cc-cedict:互動|互动[hu4 dong4],3604,4.62,true,false,available-unhosted,reading
dex:w:jing3:井:n,井,井,jǐng,jing3,N,6,6,6,6,L6-0467,4,"[""a well"",""CL:口[kou3]"",""neat"",""orderly""]",hsk30:L6-0467;cc-cedict:井|井[jing3],11735,3.98,true,false,available-unhosted,reading
dex:w:chan3liang4:产量:n,产量,產量,chǎnliàng,chan3 liang4,N,6,6,6,,L6-0098,1,"[""output""]",hsk30:L6-0098;cc-cedict:產量|产量[chan3 liang4],3080,4.71,true,false,available-unhosted,reading
dex:w:qin1shu3:亲属:n,亲属,親屬,qīnshǔ,qin1 shu3,N,6,6,6,,L6-0659,3,"[""kin"",""kindred"",""relatives""]",hsk30:L6-0659;cc-cedict:親屬|亲属[qin1 shu3],8957,4.14,true,false,available-unhosted,reading
dex:w:qin1yan3:亲眼:adv,亲眼,親眼,qīnyǎn,qin1 yan3,Adv,6,6,6,,L6-0660,2,"[""with one's own eyes"",""personally""]",hsk30:L6-0660;cc-cedict:親眼|亲眼[qin1 yan3],16769,3.79,true,false,available-unhosted,reading
dex:w:ren2quan2:人权:n,人权,人權,rénquán,ren2 quan2,N,6,6,6,,L6-0689,1,"[""human rights""]",hsk30:L6-0689;cc-cedict:人權|人权[ren2 quan2],1521,5.06,true,false,available-unhosted,reading
dex:w:cong2bu4:从不:x,从不,從不,cóng bù,cong2 bu4,,6,6,6,,L6-0171,1,"[""never""]",hsk30:L6-0171;cc-cedict:從不|从不[cong2 bu4],5647,4.39,true,false,available-unhosted,reading
dex:w:cong2mei2:从没:x,从没,從沒,cóng méi,cong2 mei2,,6,6,6,,L6-0172,2,"[""never (in the past)"",""never did""]",hsk30:L6-0172;cc-cedict:從沒|从没[cong2 mei2],8710,4.15,true,false,available-unhosted,reading
dex:w:cang1ku4:仓库:n,仓库,倉庫,cāngkù,cang1 ku4,N,6,6,6,6,L6-0085,3,"[""depot"",""storehouse"",""warehouse""]",hsk30:L6-0085;cc-cedict:倉庫|仓库[cang1 ku4],5622,4.39,true,false,available-unhosted,reading
dex:w:yi2qi4:仪器:n,仪器,儀器,yíqì,yi2 qi4,N,6,6,6,6,L6-0954,2,"[""instrument; apparatus"",""CL:臺|台[tai2]""]",hsk30:L6-0954;cc-cedict:儀器|仪器[yi2 qi4],5493,4.4,true,false,available-unhosted,reading
dex:w:yi2shi4:仪式:n,仪式,儀式,yíshì,yi2 shi4,N,6,6,6,6,L6-0955,1,"[""ceremony""]",hsk30:L6-0955;cc-cedict:儀式|仪式[yi2 shi4],3105,4.7,true,false,available-unhosted,reading
dex:w:yang3:仰:v,仰,仰,yǎng,yang3,V,6,6,6,,L6-0935,4,"[""to face upward"",""to look up"",""to admire"",""to rely on""]",hsk30:L6-0935;cc-cedict:仰|仰[yang3],42538,3.21,true,false,available-unhosted,reading
dex:w:fang3fu2:仿佛:adv,仿佛,彷彿,fǎngfú,fang3 fu2,Adv,6,6,6,5,L6-0271,2,"[""to seem; as if; seemingly"",""alike; similar""]",hsk30:L6-0271;cc-cedict:彷彿|仿佛[fang3 fu2],6998,4.27,true,false,available-unhosted,reading
dex:w:qi3tu2:企图:v,企图,企圖,qǐtú,qi3 tu2,V;N,6,6,6,5,L6-0637,4,"[""to attempt"",""to try"",""attempt"",""CL:種|种[zhong3]""]",hsk30:L6-0637;cc-cedict:企圖|企图[qi3 tu2],3400,4.65,true,false,available-unhosted,reading
dex:w:you1zhi4:优质:adj,优质,優質,yōuzhì,you1 zhi4,Adj,6,6,6,,L6-0988,1,"[""excellent quality""]",hsk30:L6-0988;cc-cedict:優質|优质[you1 zhi4],4222,4.54,true,false,available-unhosted,reading
dex:w:hui4jian4:会见:v,会见,會見,huìjiàn,hui4 jian4,V,6,6,6,,L6-0396,2,"[""to meet with (sb who is paying a visit)"",""CL:次[ci4]""]",hsk30:L6-0396;cc-cedict:會見|会见[hui4 jian4],4507,4.51,true,false,available-unhosted,reading
dex:w:hui4zhang3:会长:n,会长,會長,huìzhǎng,hui4 zhang3,N,6,6,6,,L6-0397,1,"[""president of a club, committee etc""]",hsk30:L6-0397;cc-cedict:會長|会长[hui4 zhang3],5770,4.38,true,false,available-unhosted,reading
dex:w:chuan2chu1:传出:x,传出,傳出,chuánchū,chuan2 chu1,,6,6,6,,L6-0153,3,"[""to transmit outwards"",""to disseminate"",""efferent (nerve)""]",hsk30:L6-0153;cc-cedict:傳出|传出[chuan2 chu1],8665,4.15,true,false,available-unhosted,reading
dex:w:chuan2mei2:传媒:n,传媒,傳媒,chuánméi,chuan2 mei2,N,6,6,6,,L6-0154,1,"[""media""]",hsk30:L6-0154;cc-cedict:傳媒|传媒[chuan2 mei2],4902,4.46,true,false,available-unhosted,reading
dex:w:chuan2yan2:传言:n,传言,傳言,chuányán,chuan2 yan2,N;V,6,6,6,,L6-0156,2,"[""rumor"",""hearsay""]",hsk30:L6-0156;cc-cedict:傳言|传言[chuan2 yan2],10733,4.03,true,false,available-unhosted,reading
dex:w:chuan2shu1:传输:v,传输,傳輸,chuánshū,chuan2 shu1,V,6,6,6,,L6-0155,2,"[""to transmit"",""transmission""]",hsk30:L6-0155;cc-cedict:傳輸|传输[chuan2 shu1],6743,4.29,true,false,available-unhosted,reading
dex:w:shang1wang2:伤亡:v,伤亡,傷亡,shāngwáng,shang1 wang2,V;N,6,6,6,,L6-0710,2,"[""casualties"",""injuries and deaths""]",hsk30:L6-0710;cc-cedict:傷亡|伤亡[shang1 wang2],6258,4.33,true,false,available-unhosted,reading
